_id,iz_id,um_id,broj
25027,25551,82669,511
25028,91279,3769,869
25029,95305,73498,803
25030,1444,54498,221
25031,34862,61778,199
25032,30362,80268,423
25033,58476,40499,960
25034,95485,84026,95
25035,2198,87708,278
25036,67802,25204,652
25037,44018,22408,320
25038,79958,38262,330
25039,16526,1681,142
25040,32929,97230,214
25041,6987,30483,378
25042,45850,64896,170
25043,57136,72135,845
25044,98600,42605,519
25045,72702,53940,222
25046,5114,3251,11
25047,93270,33518,631
25048,19564,26703,148
25049,27479,78192,386
25050,83185,72168,10
25051,73479,11959,776
25052,70930,56184,904
25053,46876,86359,994
25054,76692,93559,464
25055,66580,12809,119
25056,61376,44534,347
25057,72429,45043,283
25058,61146,56607,879
25059,63717,53074,215
25060,26545,16569,505
25061,56318,47087,35
25062,40385,62341,408
25063,18948,88971,749
25064,5015,40337,41
25065,75026,18506,732
25066,35789,2497,254
25067,32676,36683,200
25068,29629,57329,367
25069,63862,48350,515
25070,2907,40304,743
25071,59369,82197,379
25072,40853,39566,64
25073,15902,97647,858
25074,91462,86216,906
25075,21382,54528,68
25076,47750,26329,357
25077,98697,92371,626
25078,39347,59019,286
25079,74897,42371,899
25080,18942,80729,538
25081,72674,97023,621
25082,94081,74222,997
25083,20755,67817,132
25084,18059,49540,74
25085,47086,98576,704
25086,26371,85053,437
25087,55746,2447,296
25088,73525,8422,342
25089,18277,62157,65
25090,22143,46131,747
25091,65247,33514,692
25092,3946,81063,309
25093,93304,21650,933
25094,10014,90539,755
25095,44906,80695,643
25096,36202,4151,529
25097,72178,15559,524
25098,23452,86588,761
25099,9913,48845,641
25100,77047,16254,313
25101,3890,90567,293
25102,3863,29841,807
25103,77229,35134,392
25104,58563,31421,320
25105,57127,19704,211
25106,66108,36544,926
25107,26251,91027,553
25108,6427,48521,670
25109,99295,69192,251
25110,58904,1163,830
25111,93522,50215,929
25112,42859,97178,483
25113,97995,17696,524
25114,77090,77196,106
25115,80072,8142,538
25116,35276,33605,420
25117,8449,7292,860
25118,44297,15864,801
25119,78651,46410,669
25120,21195,28893,876
25121,20883,68218,348
25122,99002,28471,198
25123,59346,28280,436
25124,75774,54003,799
25125,91352,86520,148
25126,24769,88768,520
25127,6862,80955,863
25128,88359,3980,567
25129,68995,46300,515
25130,63305,88852,325
25131,16873,26877,338
25132,58500,15800,781
25133,81359,70031,955
25134,12500,77931,8
25135,2215,99192,907
25136,8221,20760,643
25137,30064,15235,827
25138,6981,67259,697
25139,491,95166,942
25140,36957,23838,680
25141,37344,52586,149
25142,57577,66318,870
25143,34155,85676,822
25144,55212,70467,293
25145,26838,94643,997
25146,26224,72808,575
25147,2828,71641,716
25148,7739,63440,712
25149,49380,61213,194
25150,18856,18708,755
25151,9936,60240,124
25152,6860,91892,102
25153,34986,47561,829
25154,42144,89758,974
25155,7196,67869,254
25156,89705,10687,862
25157,93068,90934,111
25158,15699,52967,693
25159,36449,1473,530
25160,94870,39738,723
25161,55007,24139,506
25162,6262,18814,534
25163,6613,64621,241
25164,19075,39638,204
25165,51590,26416,518
25166,38208,26284,303
25167,25227,81631,876
25168,78985,42230,768
25169,76669,12746,96
25170,7601,93605,36
25171,42743,9842,610
25172,59087,29868,113
25173,32247,57936,618
25174,82827,50435,114
25175,87753,98093,711
25176,34931,11093,683
25177,29618,63013,245
25178,86354,59774,832
25179,21804,14508,420
25180,54223,82502,660
25181,37549,29536,309
25182,704,26897,491
25183,1879,14173,657
25184,49649,15315,367
25185,96046,87666,785
25186,35624,6341,475
25187,14413,2643,294
25188,31150,57318,623
25189,88146,89370,29
25190,44806,81932,732
25191,67697,19918,384
25192,33664,59730,489
25193,66943,8548,321
25194,96325,76296,350
25195,90429,51087,234
25196,23687,22957,872
25197,44667,51577,31
25198,35953,88116,536
25199,51443,61304,364
25200,80517,80856,528
25201,95356,11946,364
25202,2190,97596,76
25203,8397,49374,207
25204,82639,92737,831
25205,85902,56663,32
25206,61510,86391,559
25207,12539,9343,26
25208,57157,55548,162
25209,57154,19721,902
25210,48045,2986,907
25211,96110,62014,538
25212,52753,66142,758
25213,13090,9853,937
25214,41965,1707,130
25215,85875,45977,17
25216,63049,26572,619
25217,64011,15931,683
25218,69546,17093,51
25219,80807,4957,723
25220,63152,97997,125
25221,74587,2359,509
25222,49564,75407,125
25223,72848,43500,866
25224,89876,17809,285
25225,91614,99558,7
25226,11518,87252,835
25227,84112,17180,250
25228,33892,50772,74
25229,68722,40803,917
25230,10614,73998,44
25231,10604,91111,163
25232,27981,42850,833
25233,96246,23306,219
25234,85741,25373,14
25235,48567,87870,840
25236,98674,49015,962
25237,43187,28799,699
25238,35951,86293,65
25239,59878,95425,150
25240,97149,20892,330
25241,71831,53391,988
25242,17056,94427,259
25243,19561,56877,741
25244,66488,34491,362
25245,6720,55028,320
25246,70629,96316,525
25247,54864,6498,738
25248,71546,45294,384
25249,96729,90010,475
25250,12802,16207,402
25251,18217,60658,840
25252,1075,48037,870
25253,53005,20530,934
25254,32555,90211,935
25255,85748,3135,535
25256,67709,82174,109
25257,91516,7819,436
25258,15619,63617,805
25259,88269,37211,694
25260,55837,31048,296
25261,34514,84417,942
25262,27934,50114,226
25263,98393,32099,661
25264,13753,36677,326
25265,67736,64951,739
25266,32787,34458,46
25267,66507,90457,842
25268,58356,77005,922
25269,50716,3220,301
25270,41502,20117,964
25271,33941,75686,354
25272,46983,56996,297
25273,575,21723,279
25274,46803,40653,299
25275,53660,74248,746
25276,31870,22525,32
25277,99111,17340,583
25278,81324,72644,738
25279,56631,99259,470
25280,30237,33151,879
25281,20626,62885,856
25282,53142,16110,808
25283,64730,72447,659
25284,35499,98633,234
25285,16890,78401,653
25286,15152,37389,386
25287,9396,9892,292
25288,60590,31785,875
25289,31913,87073,256
25290,18823,19840,487
25291,96225,25518,549
25292,69974,50371,942
25293,83704,67822,470
25294,39521,60542,749
25295,935,51910,715
25296,5517,81065,167
25297,34896,79761,308
25298,64138,98597,190
25299,17194,59957,263
25300,92901,59078,941
25301,28011,98386,426
25302,75204,86391,467
25303,51041,22151,104
25304,51022,17605,262
25305,5093,25941,495
25306,93885,84189,403
25307,40583,4109,355
25308,57299,10497,703
25309,19245,90118,226
25310,83230,82516,655
25311,91376,87315,88
25312,18738,12551,950
25313,78444,62507,40
25314,10558,71175,194
25315,21414,96384,385
25316,14083,21081,743
25317,23447,61115,383
25318,31956,98909,743
25319,68143,73759,8
25320,12211,30096,893
25321,97471,79892,664
25322,26181,23233,85
25323,57069,59510,924
25324,34018,10263,172
25325,76505,11959,72
25326,19289,1843,723
25327,46817,81472,20
25328,82835,90004,280
25329,59815,99761,128
25330,69080,22629,823
25331,35794,55501,27
25332,15333,62250,444
25333,94871,31755,274
25334,19050,93602,153
25335,96884,43584,203
25336,87103,80542,68
25337,71144,43422,766
25338,46261,91848,272
25339,1193,13613,995
25340,50408,84302,505
25341,17794,25875,908
25342,84847,46509,870
25343,61156,94464,532
25344,37448,8342,656
25345,34031,31526,550
25346,53465,11273,125
25347,78809,49119,691
25348,85859,43930,710
25349,14810,15288,317
25350,35042,33913,228
25351,7754,42061,359
25352,38277,45711,55
25353,52157,41739,745
25354,30028,47177,971
25355,67548,44321,201
25356,20904,39808,369
25357,32157,69893,69
25358,66683,49308,3
25359,46664,73935,264
25360,11432,95409,190
25361,66211,69075,158
25362,90914,88530,236
25363,4042,75440,267
25364,82141,16205,584
25365,48461,39189,738
25366,37243,27104,880
25367,18440,16820,81
25368,22414,90584,771
25369,44513,16624,660
25370,81528,58843,279
25371,25974,61698,177
25372,95151,81615,337
25373,24401,2148,437
25374,26284,36119,762
25375,159,1604,631
25376,9079,10924,334
25377,35151,8912,780
25378,41467,71199,697
25379,96354,58357,641
25380,56858,76867,446
25381,28594,56351,651
25382,23173,75070,308
25383,43423,58227,766
25384,91337,71871,360
25385,10915,30343,416
25386,18394,81721,81
25387,93032,22651,947
25388,78395,50441,143
25389,41220,77217,808
25390,36629,80201,125
25391,12408,64326,140
25392,42504,80350,51
25393,42768,3912,910
25394,99589,77323,554
25395,91748,82844,567
25396,34467,59063,416
25397,64335,22260,607
25398,23422,63980,811
25399,72920,37056,27
25400,49886,77263,517
25401,40946,43719,747
25402,80300,70086,732
25403,10315,20335,310
25404,35481,7024,376
25405,26375,75516,192
25406,56545,76175,517
25407,89914,82533,112
25408,89344,46175,926
25409,14664,38676,701
25410,8028,41154,469
25411,92750,6546,183
25412,36812,9670,522
25413,64035,57166,328
25414,24002,56119,478
25415,99372,59856,466
25416,18516,62747,771
25417,46737,57090,910
25418,12010,74328,289
25419,66107,22558,383
25420,71056,2267,934
25421,14879,18769,643
25422,44713,30672,456
25423,53214,84825,525
25424,11876,48419,187
25425,21222,78018,777
25426,81276,16699,338
25427,93985,41268,297
25428,71505,55195,738
25429,61652,65937,343
25430,49966,11661,311
25431,92032,99934,930
25432,42677,4169,396
25433,96064,60174,235
25434,38919,30106,772
25435,60157,11357,356
25436,79330,31055,587
25437,35826,67802,41
25438,85212,50735,441
25439,27927,34784,916
25440,5220,60227,828
25441,24048,51098,323
25442,5931,37128,825
25443,72885,81604,463
25444,85150,56748,77
25445,82383,988,367
25446,46901,78997,469
25447,17116,89153,988
25448,14035,24569,52
25449,97020,85561,275
25450,6389,78115,537
25451,38908,35733,252
25452,604,91898,769
25453,90412,91538,496
25454,79081,35936,842
25455,21563,79155,350
25456,29601,21,753
25457,62816,99345,493
25458,36834,21438,852
25459,85783,96834,730
25460,23118,61128,176
25461,16327,72244,208
25462,11069,39142,550
25463,18168,28119,265
25464,53766,56011,493
25465,35359,4913,553
25466,99220,88714,802
25467,3891,90502,120
25468,25369,29677,209
25469,1569,58555,930
25470,30369,6926,32
25471,84286,26064,922
25472,93369,63503,654
25473,19327,29414,807
25474,52343,58520,655
25475,51969,8068,565
25476,79864,59931,926
25477,63559,35732,610
25478,24984,62793,100
25479,76004,88113,347
25480,87244,54655,133
25481,93815,21098,880
25482,50952,33457,723
25483,20911,13053,673
25484,75824,28823,204
25485,9692,22765,704
25486,4883,83591,272
25487,9703,34786,359
25488,52994,77146,671
25489,69948,27089,744
25490,10314,39115,166
25491,47188,88236,789
25492,44549,43147,85
25493,94549,33215,360
25494,49809,86471,615
25495,2767,2717,596
25496,37438,80914,791
25497,54629,73581,854
25498,21764,87290,473
25499,66417,1388,353
25500,77952,77056,410
25501,12774,23476,288
25502,61552,35840,700
25503,72185,75787,116
25504,20331,30683,356
25505,20123,8160,381
25506,90299,41320,865
25507,71548,45952,104
25508,36384,44886,423
25509,71489,88871,531
25510,62185,78842,716
25511,67651,40877,992
25512,79723,27199,591
25513,8547,404,111
25514,42289,46597,292
25515,44392,93957,461
25516,74185,48663,441
25517,1111,12598,528
25518,79866,76555,89
25519,98821,51393,442
25520,28474,40047,449
25521,85135,16069,583
25522,52553,63498,596
25523,25376,79023,955
25524,15468,3830,378
25525,5635,74048,700
25526,84882,95710,347
25527,69028,31683,780
25528,84460,11441,986
25529,83352,15349,647
25530,17620,93144,5
25531,59720,36192,874
25532,18292,50531,39
25533,79766,95883,825
25534,55346,60870,364
25535,84901,29874,90
25536,62724,97139,285
25537,15503,36097,873
25538,87236,88257,201
25539,1390,72514,982
25540,59634,3113,117
25541,41301,95754,733
25542,81558,19500,617
25543,17850,35184,140
25544,25969,89789,58
25545,95912,42305,510
25546,50329,74393,351
25547,30491,28393,222
25548,39431,27129,134
25549,67340,56104,680
25550,35309,29944,567
25551,45554,55510,179
25552,24471,13256,107
25553,1205,49738,525
25554,75482,54956,101
25555,99219,33273,29
25556,36183,73406,511
25557,9112,78487,318
25558,69534,18405,219
25559,80617,12793,567
25560,99716,39115,604
25561,91943,26488,469
25562,10343,88227,163
25563,11522,82891,997
25564,62245,22847,276
25565,10874,77113,385
25566,65472,71511,815
25567,36288,35278,730
25568,7026,38562,239
25569,61611,63984,714
25570,51683,82902,57
25571,22708,64883,638
25572,35805,25126,234
25573,97582,63315,270
25574,71688,30258,502
25575,25585,41836,877
25576,20759,76151,289
25577,99147,66168,810
25578,51662,5776,508
25579,78969,63065,189
25580,80908,824,789
25581,19514,77610,406
25582,62615,46230,51
25583,45704,25436,625
25584,90684,76316,404
25585,34350,54310,826
25586,7474,99928,939
25587,82717,61121,868
25588,53077,35492,662
25589,84281,55533,914
25590,27641,62492,947
25591,90706,41040,285
25592,98693,96204,640
25593,66855,32879,792
25594,50293,95401,331
25595,82156,87277,588
25596,43283,55362,950
25597,61676,63703,659
25598,1387,20678,236
25599,5173,35104,601
25600,15065,71400,159
25601,13930,22064,742
25602,46474,2942,112
25603,52792,91459,406
25604,70976,54245,569
25605,45468,2593,146
25606,1867,2812,505
25607,66907,84371,760
25608,16280,63874,775
25609,39453,4144,490
25610,812,80497,598
25611,21772,48496,264
25612,27748,56110,405
25613,23650,31348,267
25614,54097,41878,179
25615,68911,27481,110
25616,66223,91903,833
25617,52820,87617,446
25618,30414,458,288
25619,15666,5220,741
25620,80553,55062,58
25621,81896,75993,474
25622,16987,72363,37
25623,70595,20929,330
25624,16353,17000,765
25625,38875,91870,950
25626,27256,32283,788
25627,32573,85247,190
25628,14363,20278,616
25629,47350,82803,245
25630,62448,55962,897
25631,41384,7030,761
25632,26712,76026,626
25633,72119,68868,125
25634,99480,25775,495
25635,49236,82688,393
25636,37303,25114,298
25637,41918,1790,311
25638,94216,36126,939
25639,86490,21003,907
25640,92276,28322,98
25641,28880,29737,779
25642,98139,93465,667
25643,21102,92937,533
25644,52081,81845,893
25645,71270,81374,515
25646,68046,9281,494
25647,42813,16710,582
25648,92664,76391,33
25649,92913,82026,732
25650,98847,20704,279
25651,8211,90614,467
25652,20765,7431,186
25653,60762,81801,234
25654,52633,85802,945
25655,60926,82071,990
25656,92286,13752,71
25657,15558,94629,100
25658,85277,36871,366
25659,74838,94750,133
25660,30416,5750,414
25661,72279,95405,963
25662,84689,20883,197
25663,34580,46640,787
25664,67190,3912,96
25665,78169,10177,641
25666,47299,81536,860
25667,27992,33181,562
25668,91108,55002,145
25669,43625,65224,131
25670,63408,88440,994
25671,12516,59048,917
25672,79236,88798,249
25673,16122,6278,902
25674,51773,22913,736
25675,68434,65882,418
25676,54998,92413,374
25677,96482,28372,149
25678,61118,70696,923
25679,21882,64382,774
25680,46615,75917,967
25681,54262,35097,959
25682,86844,29098,73
25683,74148,38995,687
25684,3359,74309,704
25685,72774,98654,611
25686,19157,23035,170
25687,36632,40152,649
25688,82733,16943,687
25689,31100,3783,148
25690,32666,75250,627
25691,31587,54549,327
25692,84451,63384,672
25693,32191,75298,389
25694,56915,51847,350
25695,79778,73905,556
25696,3849,53199,939
25697,79736,54285,930
25698,99998,49661,265
25699,86323,27872,116
25700,40762,82232,674
25701,8233,74858,776
25702,63775,48740,796
25703,69337,66296,854
25704,39579,51711,805
25705,40653,46943,493
25706,8373,38355,129
25707,13414,93266,371
25708,96883,7023,40
25709,71695,17047,90
25710,18453,63561,105
25711,50475,98943,665
25712,47448,28403,208
25713,63322,14442,6
25714,9961,6801,843
25715,30976,41486,464
25716,35322,2978,904
25717,74547,59286,588
25718,40278,45100,26
25719,73768,68171,334
25720,75646,80188,60
25721,75935,32170,950
25722,76418,29558,686
25723,46308,56608,406
25724,69714,10222,282
25725,31001,78490,824
25726,52515,2904,362
25727,95451,35386,681
25728,60965,95602,613
25729,61960,78535,643
25730,10686,8357,379
25731,68966,4385,485
25732,91383,98221,936
25733,70699,71242,976
25734,57994,98359,397
25735,24,35996,845
25736,35912,59487,360
25737,28054,86743,136
25738,18838,76692,147
25739,13464,22482,59
25740,86298,34464,326
25741,2851,35856,688
25742,9133,50671,43
25743,54616,10309,83
25744,47350,28222,401
25745,79969,90769,504
25746,70785,75624,730
25747,79347,68618,992
25748,89837,16887,651
25749,53424,23202,814
25750,31222,10557,50
25751,24927,76861,619
25752,93472,27211,115
25753,34228,70709,648
25754,81047,77507,618
25755,11428,47789,605
25756,32489,86674,123
25757,33498,91818,612
25758,79359,764,213
25759,36798,66345,308
25760,19291,7,407
25761,81985,74699,276
25762,43857,24592,415
25763,35626,92938,245
25764,10939,99945,190
25765,23206,46998,131
25766,9711,41311,353
25767,12301,87299,551
25768,63748,10898,202
25769,91867,76809,428
25770,24314,65053,175
25771,5302,19077,670
25772,12623,65393,200
25773,38961,11362,875
25774,61245,76996,968
25775,64905,25370,636
25776,56999,33810,546
25777,75230,79625,404
25778,63433,11524,946
25779,8980,36469,956
25780,56841,58319,689
25781,60227,43621,658
25782,80828,32866,575
25783,31072,39713,215
25784,6014,7588,27
25785,63032,20385,984
25786,9496,1032,103
25787,34624,97324,850
25788,22814,57095,661
25789,90244,7902,252
25790,61093,49602,190
25791,24034,69189,554
25792,71999,92161,145
25793,26650,67009,655
25794,63447,70515,958
25795,33432,69184,163
25796,71150,26540,832
25797,59777,6960,674
25798,42920,61299,765
25799,50308,68427,120
25800,50541,35274,114
25801,13908,26644,715
25802,24622,97390,919
25803,88813,41701,85
25804,3116,55041,985
25805,14097,96267,506
25806,18389,2561,614
25807,15512,10973,780
25808,92795,69601,711
25809,4444,68620,797
25810,28335,22511,497
25811,38493,92818,637
25812,69532,91395,988
25813,62301,71368,850
25814,27478,18583,82
25815,93139,67222,210
25816,68751,81467,264
25817,30072,27164,201
25818,60861,98669,471
25819,99362,98785,658
25820,24543,99239,946
25821,31344,80408,706
25822,84742,52912,956
25823,10744,77006,109
25824,50907,10483,640
25825,20285,26347,246
25826,65123,3218,877
25827,60963,41797,829
25828,68658,95320,880
25829,75032,61766,442
25830,60054,41943,698
25831,33137,45709,80
25832,49944,49237,883
25833,11340,85933,480
25834,56571,69454,166
25835,3607,58016,657
25836,63642,33974,279
25837,52352,88004,438
25838,16671,37575,351
25839,22365,37211,8
25840,98635,59130,49
25841,55994,78496,536
25842,29492,57866,875
25843,46528,21865,768
25844,98314,45679,322
25845,34376,97277,182
25846,51298,21986,991
25847,92967,11877,251
25848,28838,88513,789
25849,87604,35603,674
25850,44459,93762,286
25851,28043,79808,329
25852,12148,14894,925
25853,13756,60634,516
25854,84505,67539,209
25855,49873,3691,555
25856,92624,5854,504
25857,26925,77620,932
25858,81003,24857,43
25859,19301,72602,618
25860,56222,77427,531
25861,70187,64410,839
25862,67138,49666,363
25863,87781,75532,715
25864,87793,41340,86
25865,30361,2363,238
25866,87268,50361,244
25867,6233,93775,638
25868,33576,92805,956
25869,32974,22079,704
25870,96352,69696,791
25871,3473,44387,95
25872,65643,96053,909
25873,87597,75017,251
25874,17917,61967,818
25875,83604,19943,666
25876,93260,92468,477
25877,39445,43117,784
25878,42538,78421,611
25879,72084,78203,340
25880,35821,74843,535
25881,97401,17725,871
25882,17684,74533,325
25883,88049,61627,952
25884,73628,32414,184
25885,59990,43168,229
25886,87504,53257,515
25887,27619,1228,777
25888,54853,84134,77
25889,14706,32329,258
25890,34315,96009,194
25891,92780,66055,489
25892,12210,2271,257
25893,39939,53680,193
25894,45804,4849,570
25895,20566,75944,386
25896,4127,36508,507
25897,13235,41624,890
25898,7283,1688,554
25899,54725,70290,764
25900,39995,83436,582
25901,4027,23020,474
25902,28909,70171,31
25903,21196,32450,281
25904,34774,45094,433
25905,20506,12799,643
25906,29305,48332,419
25907,36692,35037,516
25908,13933,39312,446
25909,46196,91899,58
25910,31381,16627,537
25911,90995,52068,462
25912,9336,99857,432
25913,34178,45695,78
25914,37080,76442,581
25915,23779,60129,963
25916,84302,94933,235
25917,51225,19489,928
25918,38902,14658,378
25919,18038,18619,782
25920,89995,6119,379
25921,15059,56001,953
25922,13886,25804,75
25923,36430,45612,713
25924,16188,4161,823
25925,85931,21804,127
25926,19308,31398,559
25927,837,26421,172
25928,10861,1836,340
25929,26775,71317,296
25930,73492,10987,547
25931,70771,68348,18
25932,98715,24539,338
25933,65936,72264,756
25934,95158,76137,372
25935,53850,68314,894
25936,21056,19133,5
25937,32924,90387,348
25938,21910,67597,127
25939,76605,15102,998
25940,18820,8683,144
25941,7420,67589,486
25942,21302,83849,736
25943,17706,10303,466
25944,3393,97777,467
25945,49098,10165,852
25946,7157,93185,121
25947,73828,22729,717
25948,36926,61256,471
25949,21195,30886,342
25950,62656,99768,322
25951,23761,57325,739
25952,61205,38746,631
25953,82203,14432,874
25954,53013,68117,1000
25955,7526,92865,268
25956,82954,48971,768
25957,5575,52304,692
25958,86997,9752,690
25959,73353,36723,200
25960,36344,19128,531
25961,61651,21300,69
25962,46339,85797,350
25963,25063,75340,461
25964,78622,88669,126
25965,58549,96502,881
25966,50903,97896,149
25967,93806,82981,64
25968,85874,33081,297
25969,9473,11522,10
25970,28271,59573,171
25971,29790,25514,685
25972,1281,99766,332
25973,20010,4430,785
25974,9061,16691,224
25975,99958,37849,44
25976,61541,84098,190
25977,70123,56243,992
25978,58540,20645,849
25979,53268,20717,585
25980,32906,19607,10
25981,29884,36392,555
25982,3331,12142,667
25983,2665,71515,864
25984,48944,14444,614
25985,93808,31383,804
25986,40847,89977,52
25987,88229,17436,280
25988,37471,63917,917
25989,70760,423,774
25990,67260,29846,75
25991,58750,35898,756
25992,69668,78727,989
25993,44791,309,811
25994,41313,51763,50
25995,82575,5979,894
25996,81476,97311,515
25997,9762,964,905
25998,9897,20960,638
25999,4718,53702,122
26000,30418,3789,982
26001,66574,10353,322
26002,56935,50434,886
26003,43451,25085,194
26004,87561,78929,493
26005,83814,45320,586
26006,59477,27394,518
26007,80097,15704,666
26008,31931,22034,153
26009,87299,24095,253
26010,92106,66444,154
26011,43506,39252,312
26012,62118,17631,121
26013,55325,17892,776
26014,19177,59828,444
26015,24885,14821,648
26016,16714,99121,982
26017,99756,24468,318
26018,83275,22563,772
26019,99108,25728,836
26020,29473,6253,970
26021,64678,2905,107
26022,38066,51544,421
26023,14201,34302,473
26024,89287,22237,77
26025,73968,72229,608
26026,38795,46107,735
26027,32647,43288,523
26028,1273,63465,641
26029,84840,40431,839
26030,96843,24359,66
26031,45022,19970,731
26032,35718,63960,243
26033,41081,36344,21
26034,87763,62432,726
26035,90100,28788,930
26036,4174,96560,395
26037,82048,8975,72
26038,57398,89212,617
26039,84708,37517,161
26040,9735,14710,647
26041,57492,74815,641
26042,61266,45516,404
26043,61884,97216,310
26044,88180,49530,357
26045,60042,21038,262
26046,40568,32564,355
26047,1845,89069,342
26048,51688,28748,330
26049,27946,17230,704
26050,56014,72213,314
26051,75461,39227,742
26052,1382,19766,43
26053,60993,11872,971
26054,69349,61254,779
26055,62863,8499,998
26056,22431,9303,603
26057,69192,42009,541
26058,7157,1470,574
26059,82443,80445,516
26060,92146,86004,26
26061,5647,22919,495
26062,91192,83177,97
26063,47242,7796,845
26064,40405,61600,378
26065,18202,56403,308
26066,88145,30999,252
26067,5725,83028,701
26068,19538,44649,713
26069,50198,67623,737
26070,9565,48323,102
26071,24281,5544,286
26072,55715,7177,53
26073,94108,16415,549
26074,289,13925,275
26075,6489,49382,897
26076,94587,95061,200
26077,45767,25969,527
26078,52640,53626,263
26079,6032,43283,666
26080,63762,84335,700
26081,98458,22181,695
26082,79212,99643,549
26083,2919,81738,213
26084,911,84499,359
26085,10293,35926,847
26086,29225,47295,49
26087,68793,80899,307
26088,45953,52167,823
26089,91623,23641,731
26090,99166,59923,311
26091,80125,14784,273
26092,70399,60420,413
26093,98370,5754,713
26094,1908,60274,929
26095,34995,2811,734
26096,95081,92191,263
26097,48579,74201,347
26098,41055,81682,530
26099,39641,44497,540
26100,86713,1571,768
26101,49742,35014,294
26102,7158,86824,613
26103,77293,53368,57
26104,74969,71446,771
26105,75978,59539,659
26106,51594,50356,502
26107,45068,87855,453
26108,68607,50421,493
26109,72964,93964,975
26110,12273,26071,831
26111,96801,70423,963
26112,19678,76200,822
26113,94535,22624,998
26114,64182,4702,102
26115,10865,36137,899
26116,83925,26671,334
26117,14029,27087,631
26118,879,83034,795
26119,7033,68624,502
26120,50659,36009,493
26121,97669,73581,357
26122,53448,23910,507
26123,68828,85883,270
26124,46972,1844,125
26125,2859,76335,800
26126,75674,34911,787
26127,41197,5230,64
26128,46822,39728,468
26129,22601,2390,835
26130,39095,92281,437
26131,45835,33066,563
26132,38900,3885,349
26133,19663,28709,625
26134,88153,98177,867
26135,78843,84836,157
26136,26674,93772,3
26137,26539,64592,909
26138,19856,64138,792
26139,55842,2785,395
26140,52371,18754,525
26141,17787,43320,287
26142,67394,53378,909
26143,23164,12577,183
26144,20535,48512,242
26145,44466,53163,169
26146,50603,66436,152
26147,9563,90126,752
26148,87962,68864,759
26149,66135,40969,727
26150,38088,60868,265
26151,65308,68222,82
26152,32935,83839,127
26153,1567,20232,295
26154,77554,72394,190
26155,91750,35655,50
26156,88911,20608,327
26157,73189,19680,312
26158,44740,92388,865
26159,21329,24020,79
26160,45515,27742,172
26161,89576,76580,481
26162,38386,32843,1000
26163,83320,82685,255
26164,41824,73550,78
26165,75634,73503,179
26166,56951,89045,907
26167,77111,67876,426
26168,16508,50212,391
26169,55414,57959,440
26170,11763,78077,142
26171,74150,17791,718
26172,7756,64404,856
26173,71762,30904,233
26174,77326,46301,795
26175,22089,56062,331
26176,78084,91152,630
26177,14104,19680,36
26178,29475,62224,778
26179,4146,73292,616
26180,68427,29554,325
26181,76249,42938,225
26182,14405,516,747
26183,92130,74815,211
26184,84118,71630,572
26185,83321,29462,305
26186,11758,4488,577
26187,31170,36472,233
26188,40691,17258,513
26189,43014,66088,594
26190,1293,24172,183
26191,40554,2600,879
26192,11297,881,246
26193,70670,51574,968
26194,97636,65616,491
26195,16175,49728,264
26196,6428,24610,895
26197,50054,12311,17
26198,84411,37710,912
26199,63527,99630,559
26200,75693,25406,83
26201,63760,89155,96
26202,42940,44827,187
26203,16760,28070,426
26204,82442,11701,923
26205,3631,9173,370
26206,75184,21655,513
26207,30913,73769,619
26208,72208,81408,677
26209,67742,81954,573
26210,39985,28772,48
26211,60881,8670,425
26212,94778,58639,495
26213,40193,57672,122
26214,6239,24969,79
26215,39886,4998,918
26216,6973,29610,972
26217,84440,88356,985
26218,22737,42880,156
26219,89334,54172,603
26220,45896,67649,726
26221,85233,22922,14
26222,57665,46550,720
26223,10030,83718,748
26224,84761,36161,377
26225,18074,10066,956
26226,47693,85941,622
26227,80273,54865,278
26228,43913,58567,317
26229,99198,96909,886
26230,99038,16884,610
26231,98591,11905,795
26232,21995,92396,425
26233,13873,76477,279
26234,403,38415,614
26235,44933,21542,60
26236,72038,12308,730
26237,50614,60303,127
26238,4950,37401,793
26239,52385,94450,83
26240,39246,50096,354
26241,80638,87904,20
26242,64994,39864,923
26243,50562,64256,585
26244,91766,1061,312
26245,14725,4217,257
26246,57814,84161,233
26247,81576,29425,837
26248,14551,10447,558
26249,36126,97807,295
26250,6918,80309,414
26251,36629,52887,740
26252,30868,13012,375
26253,35339,91072,227
26254,8614,40089,606
26255,32926,11191,948
26256,89992,87504,943
26257,16828,1823,888
26258,55155,20733,145
26259,65817,23254,911
26260,19787,17193,144
26261,36155,40135,782
26262,18975,6343,182
26263,99150,43419,51
26264,57915,99597,621
26265,18746,16676,850
26266,36120,75574,907
26267,4717,96405,254
26268,25251,21856,984
26269,69253,8409,492
26270,40776,28836,511
26271,39618,57805,339
26272,91084,1008,651
26273,44282,3084,330
26274,70883,40678,989
26275,44329,35914,284
26276,56391,31537,77
26277,95937,30505,381
26278,25682,42576,227
26279,60216,41770,54
26280,84037,30512,315
26281,34668,73362,559
26282,36698,55998,261
26283,88174,40246,292
26284,84496,98848,743
26285,64359,17051,850
26286,43097,50211,211
26287,5414,1302,799
26288,33429,31892,84
26289,96919,56843,227
26290,39925,22637,121
26291,26308,19121,64
26292,24826,44778,16
26293,33636,81917,29
26294,28113,27517,585
26295,23620,8915,892
26296,30107,61002,362
26297,21439,49898,873
26298,81620,29581,131
26299,86133,1895,283
