um_id,m_id,interpretacija
23542,34,HRNYTEHIKKKZZ
23543,12,OVDWHQNBRDATLD
23544,3,FEMZCZIBDMLAPET
23545,44,OEWGHRIKCSHWKHIHJI
23546,3,IBITZWYJJZLQLONBEAE
23547,45,ICYUOHDKMIIHPXMSEAU
23548,49,BOLRPUWGDWL
23549,31,RNTQDSHKFHJF
23550,8,ULCFVHA
23551,43,KAEUFJBJCSPQCRNVMH
23552,6,RFQWQESQD
23553,6,SAJLLWWBCNYZYNOUZR
23554,14,THLGNGZIB
23555,22,SDOSSLSTIR
23556,14,ZGUORDPIIDX
23557,18,NPBNESJZH
23558,2,YYWEKTUCTKRXKTPU
23559,20,HRHZAUCELNPKO
23560,15,AMVODFUZ
23561,8,KUICS
23562,8,PBCPJYZTBTBHVZPDYHZY
23563,34,FWAEEFOZTOWFXTMQJ
23564,27,XWAJXZMWISUIYJGVENQ
23565,45,PCIJYLVMTUSZVJYH
23566,45,TGWFZMHSJXROPW
23567,41,BSTNUOZ
23568,2,OUUXBXZTSGG
23569,17,GVOFDRPCTCI
23570,2,AECZDNP
23571,3,IYPEMJIKXQIEXPGFQQSD
23572,1,HUXZTXJCLUC
23573,23,LJBUDDTGYWRXKIIK
23574,14,TTXWFFSFGTG
23575,21,PCMTLWTR
23576,14,SQQFBIMHHWGSHWCUBUAQ
23577,46,RSQWMDETIFHD
23578,32,VRSBCSABCNYLMKVTJ
23579,5,AFWMOSQTZIGKNHGT
23580,6,KQXIJJXMCYTHO
23581,4,VJOVE
23582,47,HBZMZRQRDGUNFFUTYP
23583,35,CYTDCW
23584,50,CXQLONJZSKLQIN
23585,29,ZQUEM
23586,34,FOSOCNW
23587,39,FAGUKSXVASKG
23588,5,WLOAKJCASWZVCAN
23589,14,IRSPI
23590,41,EUHCAGTYFDZH
23591,46,SRYXGIWNP
23592,25,GOWCGOYTINPZCLEOJY
23593,32,CJRVZJDXHUFCDRPIJDO
23594,50,XQUMC
23595,16,VACKTT
23596,38,XDXYFCXCA
23597,4,REOBE
23598,3,PSTYH
23599,38,RKAVAGNGXKTCEJCFNE
23600,4,VEUQN
23601,19,UTTKZPHYIGTD
23602,27,DEVKTERKFCDYELA
23603,17,LRIASIBKLOZDKCYFABD
23604,4,PFQYSKAUOKAQ
23605,43,DMBKFUDQVQKHFI
23606,41,BIALFJLLMECWGZZP
23607,21,IDNQXTXMVVX
23608,11,NFPMHEUQ
23609,35,QUTZSTWAZS
23610,7,BCGJMFLFBYMUIF
23611,39,QCHPFYTPWL
23612,14,GSLECBAI
23613,48,LXCDOLHOLGPTDRY
23614,28,RQGANTLAORVTP
23615,5,WJJXHFRXCOWEYQUY
23616,4,FQCFCY
23617,23,BEQJAYKLCJVY
23618,45,QNDFD
23619,50,GMVQTD
23620,22,SITJXTHEYKRQF
23621,28,LHWYYN
23622,49,WGSDAFWKKIP
23623,17,SZIXNZUGEMVBSMKZMJ
23624,14,UWXSQJLE
23625,50,OSXGK
23626,10,LXAEUKUAOYUAC
23627,21,PYQWFQIQESPFFVZS
23628,31,IEYSBZDRCNVGL
23629,16,CVJSJORUBREI
23630,10,TQBJIFBEAIDIE
23631,19,URTOJO
23632,1,RCLLPFPLWFY
23633,11,HQETCOV
23634,13,XOOQFBJWQXMTUXRK
23635,15,HPEPGEEUYMEIBHMFZX
23636,37,QCLMNBFAU
23637,21,OHUBNTAHDN
23638,30,LLCMITXRQVHGJJGKLQ
23639,36,DFIFDSUFS
23640,27,TJMUHW
23641,12,DOSDRPKWKQMWUQ
23642,44,JZQKMNX
23643,29,LAMWM
23644,20,JLPNH
23645,44,LTGEWPGYWV
23646,19,CVNWDLPMSTPOLX
23647,27,LSDWQMWZFXGHIMA
23648,11,CPLDPPLZLQMI
23649,12,BTWLDBCG
23650,19,VYNYYMHMVFBLUW
23651,33,TGPGKITPHFCXFWAM
23652,22,RZCFPKUEWXVXSLWYGZ
23653,11,ALGIORIWDXXQCAZPDMO
23654,34,ZOKFGRJJAPHVUHZADHE
23655,35,TODXTU
23656,10,DGETTUBUPYCEHRBK
23657,50,VBNFSMRXNSTCPEDW
23658,4,ZKBSJWNFUJCAQWZCIK
23659,9,KUYNPHA
23660,32,ODTEUFJ
23661,16,ZIZROFYQMQYTTPGQ
23662,34,DBNUFYFBNRCWNRXNI
23663,1,FLYZEQNBFODARKMXX
23664,47,LENPNUCBOXFRYGDTOV
23665,40,DCOZL
23666,45,BOCASBEXCKHC
23667,9,FNIQIZW
23668,15,PGLSRTRIOASQNBJ
23669,45,QMWZII
23670,8,OVNNUYAQNS
23671,39,HCCRRAFSFMAGJSEYF
23672,33,PQRNNGPQS
23673,12,BDZVSKWDGSRKDLVASVC
23674,19,LMXLBKTWMJDCTZAOUH
23675,15,LYUOAOSOU
23676,17,BYTLUIDBEHPAFRJ
23677,11,YSXAQ
23678,14,ZYUTDBFKB
23679,43,NQVRLFQUC
23680,22,OKMVLMRMNUEASULSJKO
23681,44,ZKPBS
23682,12,KNTVTPPZIDNJVKAH
23683,12,KBMHIIEXRNVU
23684,4,ZZTHABSBEGLEFZDVSXUK
23685,4,GTEWM
23686,32,EPORIMIWWBCWXB
23687,13,HITSZ
23688,31,FZTTMM
23689,10,KOCQDKPKB
23690,8,EYEFRNUYRSTH
23691,28,BHTYKURSRTAEPPLCTE
23692,22,SVEQWWDU
23693,4,HFXVSWRVXO
23694,27,XSYCGIVSIWIYLA
23695,37,WOPTNHNZBZABYXKW
23696,19,FECUFSN
23697,13,MDTVZMITEYBMUEYLVXHI
23698,16,WDNLVHVPFUXV
23699,32,TFYXW
23700,37,FTBTT
23701,7,CEEIHYZNAXYFEURJDDG
23702,32,JLHYRNRJLPGXNQCB
23703,18,AXYLMCGGCHSYCDFOKIPF
23704,27,VKUORRGPQPCQTWTK
23705,5,KYVLPIKTDPNVWUEAJRW
23706,41,NKKRXLOEMMKBNIJQFDB
23707,2,YAFTSVTFNKGDZEDK
23708,11,FVDHBXRVVPBCLEC
23709,12,WFRJWHSJBVLP
23710,15,ZWHUTYIOFOQD
23711,24,FUMFNOAXHCM
23712,26,IGNCQCALLEWMNVMYWA
23713,29,LJPEYG
23714,15,YOOXUQEPCHHFLLVY
23715,42,MNGGKBJHI
23716,50,TYABPGWXZ
23717,24,QUFHTSVPMYNXFHFSZ
23718,35,DCJNBZVKECW
23719,3,AOJWXTPFYIMQO
23720,17,KTFOQSJQCUZNBOYZLPTI
23721,47,TUVJSDGFIVWH
23722,14,XEXJYNEIYTJXJB
23723,4,HZQXRBBEURFOICY
23724,7,WMOND
23725,13,YDPFGOWKGPHA
23726,9,FLGSLJNBZ
23727,34,HONNLGOOYDZDRSDKAQ
23728,5,SJDPOLI
23729,30,GMIXSZMRLDRNCIBIGD
23730,46,PHDPHDVOWZY
23731,9,OPBEGFZBE
23732,49,AURDS
23733,44,BGZLCGELNAINDCFSKLQY
23734,50,IOIWWQ
23735,50,MUXBOGXJEQWFITSSIDSN
23736,35,IGXSMVACLKWUGHHY
23737,31,IRTKPEMAPKPQR
23738,2,VTEMASRVTOOFT
23739,47,XUVBN
23740,13,VTIGBJLALSLRSWWVL
23741,28,RGIONCSQPVIKWZOEJTCO
23742,40,MKNTFCNZLPEJEOF
23743,9,OFNESSXRWBMV
23744,50,XFLNZXRYJVALIV
23745,42,VLQRJYJCGZLEF
23746,18,GEUROYSKMOUHIRKZTWQQ
23747,40,JCNYNXOZRHRHQSTSITZH
23748,46,INXAETNGYGMC
23749,48,EZXAEAUMDQVUFDXI
23750,41,ULEYBNEEMZEZSBKG
23751,21,XUBCJYR
23752,29,TMVDSMVL
23753,4,GIPHXPHMWNRZBSYBP
23754,3,VTDCXISRNKQYZD
23755,6,ETXEFESYQBQXPVPGIICA
23756,17,GMCIOHQBZBVNTLQIEW
23757,39,CSCJWJNUYUGZ
23758,36,FDURGFEHRZWBUVMGJOC
23759,9,QLMKA
23760,23,OCEATVBQZPVMZHQNEL
23761,35,TLRWBHPAD
23762,2,GFGYFUPBWEOMBIQXUT
23763,1,MZZDXJXSYUTGRQD
23764,48,ABXDCYTRYIZBMWDOVQ
23765,19,DDZEVDTZBPWFYIP
23766,24,OBOPVTMBPBZVLYHG
23767,41,DENJVSVKTMEOCV
23768,27,KRKUIVNMNUOWQWNJDX
23769,6,MFNYEDCMLGMFX
23770,3,NDKRRKEXTSFFTJSEVW
23771,42,DZSEW
23772,12,BWSYMVFIAMCBKECYWIX
23773,37,YKXTYWP
23774,12,UPZMTKLAAYWVZ
23775,46,NPMAHPPKXFE
23776,23,OJLSUM
23777,4,MMAYNSILQASOO
23778,13,XFPAL
23779,43,UJYEDLSPRYNY
23780,25,MERNPLBWVEZYMZCM
23781,41,DHKOKKNRWQWEHXGNMSDG
23782,20,SMOCP
23783,13,ERTXTZFOTYLVLYYDOR
23784,15,NMIMD
23785,13,GIAMLGVYBPFM
23786,50,CIIRQ
23787,17,ZZMJK
23788,6,ZJKCGSYEEPOBIQURXB
23789,17,IXWVBEJBCVCLYRNGXVW
23790,14,KEZPKOCHNHANIYQ
23791,19,MMFQWLDDJQ
23792,1,YXUDSILZIB
23793,17,SVVEP
23794,42,WOIHGZAWGETLTIH
23795,23,VDRMGZCCZSLOZCQXUK
23796,40,FYMDYRABJGUHTOGJAXYZ
23797,5,GSDFAFIKXRZIGYGOLBWH
23798,44,OUFXBHLIZHJJG
23799,23,SNARECDTQ
23800,15,JPZFDLDXUAWAZBCMUY
23801,50,OAJFA
23802,31,BBODOIGHJ
23803,24,DDWBV
23804,30,MUGSCGYLXFTPB
23805,19,XSCFV
23806,20,RVXVKB
23807,39,INSGQOAWTMF
23808,21,PJWRBQGPRG
23809,41,AXRHUZ
23810,41,HQNMAUMOUCQRU
23811,29,ECFSTXLCM
23812,38,NNFWTBDMZSXWOK
23813,36,KBIPXBAF
23814,49,JWZBWKCYPN
23815,31,NFGDSXUVCL
23816,47,UNOESEDNNZKKKIXWS
23817,45,CSNHZNH
23818,33,MXOTCTCMIX
23819,13,UICMGYRQ
23820,41,LSXQLBEYBL
23821,11,VLNGTUGMH
23822,35,BRGNZDLTR
23823,26,QRJTYJEMMWIUETU
23824,10,CITQZ
23825,44,QHEYAHEOPHTGSGASVAA
23826,13,BQMEFKXRVSKWJZKE
23827,29,HAZCHYTLBUBRYQAICCL
23828,45,TYJWQRE
23829,48,JMZZM
23830,40,PIHVWPINIK
23831,5,CFMCDRBWMVKCMKFY
23832,20,NDRLGWMNYCEV
23833,1,REXXVNXP
23834,28,CHHBAYC
23835,16,NMIREYAZJQPLROFS
23836,46,XJOOJKQGGTR
23837,46,UVVLSFYGYYRQ
23838,12,XXGYNHCZXYVCG
23839,32,NKPHVTCMYKDBHZ
23840,20,MAOCYK
23841,26,QMFELZ
23842,41,VOADQHDUZTQU
23843,37,LBKWCBITEA
23844,2,CDFGYSAFTNVFRMV
23845,49,LLBCKFLEQGFCPBVUVZH
23846,11,SLDPBZLE
23847,48,SATEISKHHNI
23848,46,LYXVOPWXPFYWAVA
23849,3,YZNOXZNDUVDULQTB
23850,44,XPAOO
23851,49,XAUVHPL
23852,22,IWZOGQMFUSDTIQFXLD
23853,22,VXUJMLM
23854,44,OXNFHTZ
23855,18,JXMFKJSANCPRMUJ
23856,31,VYVYQ
23857,50,UGAVKQJ
23858,8,JDJPQV
23859,7,ZUIQLTIICEW
23860,50,WQRRGTKGMVBKBOGZQSM
23861,13,VBUYQPREWSQFYHPQPB
23862,31,JGSHVSCWVSU
23863,41,FBLWGBZ
23864,27,VCNOYS
23865,8,KSXQTLF
23866,43,HQNJWZHDGLSH
23867,41,XMWALFWHMLSLBEFOVQC
23868,24,VKRKZALLZTUFFIKLN
23869,31,JGPNQMAFZXQPIXVTJIPG
23870,49,BDEEGBPJWRCBLPGPPCR
23871,25,AEPLIEKYDDORUILBYUO
23872,46,JMMEJI
23873,47,QPKUJYGDXXLXTY
23874,29,QSNVMCUBJILMMQC
23875,12,DXQDEMMGTRXK
23876,41,WWHEUPLNGK
23877,7,UEXJVOVVTZN
23878,34,SHIDCKKPVSZNDUFKZ
23879,1,SJAYAWJBUYBESGJ
23880,49,MFZWUSQJ
23881,40,GPKYLYMFBAKRXIUSBB
23882,23,PMNSVLPNGSHR
23883,25,TUOAILIXLGLKFJGXL
23884,1,URYDHUUMSAC
23885,17,TFYZPKZVKDCJFVVNV
23886,21,JTHUSGRXHIPBQZVQ
23887,10,ABKPUNKIMAAMPBEPVA
23888,16,FDQPJOHNQBKUSAWAB
23889,47,JWIRFMDNMZJI
23890,18,NOXSOEWZTOGIDEBCW
23891,35,DBYXBGWVCVDB
23892,15,YPTIHWDNMBNCZVYCLZC
23893,7,IUEUIBXNC
23894,36,TVMFRCIYQYHILOW
23895,47,OHLJN
23896,44,VVYMESXINOG
23897,46,VJUTTWJFCYZEHVZ
23898,34,MPONILSUCTATGMITS
23899,39,DCICJCGELJIGND
23900,39,RPLTGNKQANQK
23901,1,KNYJLLFWDSZQE
23902,38,CTMJXDHWQFU
23903,13,PGJWAYBLBEKWDZG
23904,50,CLQAFCYJR
23905,46,WVQETX
23906,10,ROLUTZC
23907,35,TPKALHRYYOJ
23908,27,HVXZJLWLZACYNJWRR
23909,46,LGWKRQ
23910,15,IVIBLCL
23911,46,JCRRHOJOUEYFQZV
23912,39,VKJGPLOXQJAJEFKLAO
23913,30,MXGXUJD
23914,4,QOXBKKWZWM
23915,29,PDSZQQMXXA
23916,43,ZKLVFHSDGQIFGXRZRNNU
23917,49,HANDNELEMGVEYIARQJM
23918,15,JOSHSZLYDHAXWERUJ
23919,27,MRHSSF
23920,34,ZKBGCBIVXZEJJJHJ
23921,43,TLJRJE
23922,16,ATCTCYQMOYEI
23923,38,HTGKGMK
23924,29,IFAQDCKGZXJYWJU
23925,4,RGPCWIQNQOUNJCEYX
23926,2,VLBWZBIDFVITIN
23927,32,CCPUNXEVCHMHRPFC
23928,27,VAJLQTMBPPYIPAG
23929,22,FHSTCPUKHJOSLLZBOPGS
23930,16,TZRELN
23931,15,UJSZFRJMOAQG
23932,41,JEPHRFYC
23933,25,QRDMWF
23934,36,KPFOLIJBAZJP
23935,32,IDVKGZEUBEJJATVBECP
23936,32,IYKSYSWHBRUOCKHTPS
23937,39,EZGOFGUAZGYMDNTGJSQG
23938,12,TOIMRDWFZPVFPQHYCHO
23939,13,DJMRFGHBFGATQDHT
23940,8,MOLXEGJK
23941,5,WEGMNPKXLFZKDAPU
23942,31,AQEQSKTXZEAWAJWJI
23943,42,NLGDOBHWAGDPVACC
23944,43,EIBBLWBTYFDUFR
23945,42,CBDIL
23946,4,AWJKHOC
23947,32,LLIHGKTCHVTBSMUP
23948,43,TWRNG
23949,27,PIOQLEMJMERDDSQDAYF
23950,31,SWJANKMSOTFCILWAAQ
23951,10,AKXFRIVBG
23952,34,KVKRDCOPSMU
23953,34,HQYAL
23954,22,UIQTUNLTSXFL
23955,49,NAKGVHIXH
23956,47,XDQYUTDCHXPJUQXNFJJQ
23957,42,OCOKSMFAVHFKP
23958,24,UVRTAUKUKCYGTCXAC
23959,2,THDXNXRN
23960,29,FQPHMEGUYELMZTQQUHK
23961,39,GLYLRHUIPJLGLNOMM
23962,26,SFVYWLPXCBLYZDDG
23963,24,XIGWXTBHYYMCZVH
23964,5,AMQUXE
23965,44,UAIJBOCPEJNTSA
23966,49,AZIYCXTXRSARC
23967,25,RXWDSJIAJWSEQVD
23968,47,BNRQQJOUWWCWCO
23969,15,FDHUFJCUYLEJQ
23970,34,MRVIUDUFDIRCUVXME
23971,8,WKELQQTHRTOHW
23972,18,EZIBEPRWTFGHMED
23973,3,OZKOC
23974,32,ZZTVU
23975,27,NBDQKXSPXAMDNNB
23976,27,GIQXFWQX
23977,34,UDAXBD
23978,22,KBYOHOPBRKNFVJXNDDXQ
23979,30,BWGVJBTDDNQQ
23980,3,TFUDYOUDIWZRSG
23981,15,BLOHBPCZZT
23982,4,CPPPP
23983,40,DTZCMINUHBM
23984,50,MZXKSOEQ
23985,1,ZDYZVES
23986,36,OYUEQKRQUDG
23987,22,MIREPBFAIUO
23988,13,TMDUSBHQELPX
23989,24,ONDUXCTV
23990,43,VGENMDPZTRROH
23991,11,XAHCMJP
23992,26,NWLYLG
23993,22,GEKNGHKHXOBQZZB
23994,6,WBNLXPAEOG
23995,33,FZVGZOUVJ
23996,13,XJORGQNVIQEAUSM
23997,13,UEUHUVPUOWFFCMZXXWK
23998,24,GSUDUFFZQSHXBHODQZ
23999,15,DNAUOUWRJEHETB
24000,23,ZSHXYXFWYTN
24001,23,LGXYJOILOHFBHZUZZKG
24002,24,ATNEH
24003,3,RPEIUCBKW
24004,10,HLNASPRPPQCHJTU
24005,8,HTIDXRYJMMPWOZ
24006,19,HWHDEDMDDKMUWUMCC
24007,17,BGOCYKZRKIYRB
24008,43,KZZUCIFJQHZQ
24009,39,SHVRECR
24010,5,AXYSAUJAKVTMNN
24011,28,OESVCHSUXAZAOX
24012,42,TVKFFBAAKCVGX
24013,28,BDXKTGQHITECEK
24014,22,ZHGQWTEUV
24015,3,CJWMFENLIWGIBVHJAKYF
24016,19,UYBAEGQTQNKLPUJDZEFA
24017,1,VAQCKAOZTLNYM
24018,18,JSBVMNU
24019,34,OTWWEI
24020,45,IYSZRUBTDLLP
24021,37,ZLROT
24022,44,HKIFXAXAR
24023,15,ISRAKHNAKEUWXLLSY
24024,30,HSIPXBAQGUWJAW
24025,21,QZBQENXOKTZOS
24026,13,VRNSLPFQJVPGRYN
24027,42,WWZUBPPV
24028,7,QWRWYRLHVTNWGV
24029,9,PHTQAEANRXCXRFWOV
24030,2,WQNTSANLYPSPSJMAGVVA
24031,46,ZYQTWTMERSBBYHEZAXXE
24032,28,VQWDOQDHXDUCSODZR
24033,35,PMRMPPWP
24034,26,UNKUTGEU
24035,36,UIQRFA
24036,24,KMXHVTDTZGVZVZNN
24037,38,FLZPMYLBBVRGI
24038,38,GDFGJQPXAUD
24039,27,JQDVG
24040,47,MZXNXAQORLHJNKLNJN
24041,49,UVDTKGMMDVPDYKUML
24042,39,KXFMTAWJU
24043,50,YZRPDSHAI
24044,41,SUHQBMBVKVCNIJS
24045,12,FKADKBDRWPQFUL
24046,20,IMAZKIBERLEVGOX
24047,8,MTIRMQZBMQ
24048,37,ZURCDKXTDAOTYJQXJZ
24049,34,UKFHKSZNGG
24050,27,YOSEZBLUQGEJF
24051,22,MIRZCUJVR
24052,18,HAMQRXCE
24053,49,MVWDJXWFIKUXNNOSQWFV
24054,4,NCNIWBDQPBRZCMQHNJ
24055,8,WIMHHXJYNURSUSPRJLC
24056,4,DZPPWZYANPBLD
24057,12,HHTEWBVJXXFHGOPMUUSO
24058,48,GHWVOZETENJJLHLNFS
24059,22,OMNSVYLHVPWZWV
24060,15,EDCIWTDCDYAWRWV
24061,44,NFYTHRVK
24062,8,MSAJMWTKSMXLMJ
24063,43,LDROLLWXHMHPNNTYEK
24064,40,IIOURRBCWAKUKB
24065,31,AVEGSCIRB
24066,20,PRKTGXEMBYYUTBPD
24067,3,FQHODUQPLDLBIT
24068,21,PDTPIUYOEGRPLHKKFGME
24069,48,VLXXXFTWZAOFUNH
24070,41,WTUCJOCK
24071,43,VSELI
24072,49,KDHELELAETRLNBJGER
24073,2,SSETKBJCLO
24074,31,JHGAOTWEMBSRYHJP
24075,26,WOVZCZXSSFLLI
24076,26,GFVCMJTFBPK
24077,5,MYAYVFTTKY
24078,19,RCWTWXXIOAFXM
24079,21,QNKDFIE
24080,15,INJYBQK
24081,41,OENDRIQRXWDGVYG
24082,42,BHJNYJFYTOGVUGJZ
24083,39,OYXEGKZUXTY
24084,36,ZNANFAXC
24085,31,RTGRSLNEGVV
24086,12,CUJKTEUHODHDAGFOJN
24087,20,GTJMP
24088,9,JVSPFYZBZE
24089,18,GLOVMYKZSHSE
24090,49,XPQSIZHUYQBKHGH
24091,17,HPLRQCFDXDSQLUZUTE
24092,3,WYAAYAKZWVXWTALZR
24093,37,WOXVBUPWBPLB
24094,31,JOXDZQRKXOLFLKMA
24095,14,ICGQFCTFEMGTQXFFW
24096,34,GQPGJIFKECTUXU
24097,39,JTTFFPZMBYTZZFOEKZN
24098,42,TFUYKEWBJFNUREFZU
24099,4,BBOHFUPELVDBZM
24100,41,KAMHYTGVIZTLGUKO
24101,9,UMUWOEBZIBV
24102,3,KLBYVRZP
24103,18,BZNLJTWHLJPN
24104,44,GGKSBUMCWPDBRU
24105,25,ZICFEEECGUN
24106,14,VLDESFYTQMDNDDQRH
24107,15,RIHDFJQDUHQVLBBL
24108,41,HLPJXSBVWMFASECOKY
24109,7,PXXHKGJBTXI
24110,6,SOHERBY
24111,48,RAYGRERK
24112,5,VNRRHCCUIET
24113,43,FUJVZPNMQLUWAZHA
24114,38,RWXLKLBOWBFJZVKC
24115,7,EJHBORM
24116,3,CKYQCXPUYJQZ
24117,15,PVGYNJ
24118,14,ERWBBOACOMUEYN
24119,38,JHICOATH
24120,9,NGIQCGWZ
24121,13,DSRUPYQIG
24122,24,SRFGLGEVVVUBLUJLHPLX
24123,7,AKHXYJBRVVGBU
24124,32,SYYWNYCMDWSCOHU
24125,24,IQCUX
24126,22,UAJPAZFQHRKUBGHNQDSE
24127,6,YWHIHJPBQKRYCQOXLY
24128,12,OSSHKOZGTNRWHAPZFF
24129,23,FJGBYPSGCXO
24130,42,RQDXZMBNHYEWHGACO
24131,37,COUII
24132,42,JVYTBFJAYJ
24133,49,ECGOXYIS
24134,7,OFYERCDTHQGFUMDI
24135,10,KJEZINIOKIEPOKOOCL
24136,12,CEAGJVYXNXNMVJJPY
24137,36,CGVVCHQRLXKJWWDY
24138,16,FYHPF
24139,36,CXMBJFHES
24140,47,VCOOSHJDRUOHEWXPDN
24141,34,JKVLBS
24142,30,UVZIPBWPCMLJZAYJC
24143,20,JOGUAHWEQGJSIKY
24144,18,EIIXAKCMID
24145,30,LKJMP
24146,35,OLFMFTGL
24147,21,DKUKIILKVSFP
24148,37,HMVUDPOSXOCXFAHL
24149,8,VVGJNA
24150,47,LBKHIWVVV
24151,36,EXTBDO
24152,47,EPHWIWFMTIH
24153,42,UWREEUDJ
24154,7,KUZAQTJMQPITZFQ
24155,47,ANQHNU
24156,44,NVPIGDKOCTZIWIEOVQD
24157,5,INGBORFIXVIS
24158,50,FJOOFTQRJPOXQ
24159,6,VEBIDHSZJPPOYPEM
24160,16,HVEYMSINCVWPXLFUVI
24161,36,PLJZDKYLVTTAZXUCUZ
24162,1,EJSETSLIADCLK
24163,22,BXBXHLHKHW
24164,27,LGFXUEEIYJBYRTA
24165,20,HUWIHZFXVRSMITWZJHC
24166,27,VHUTQDKMU
24167,2,EBCMXRRD
24168,5,CRSYPTE
24169,39,NDVJEDGBD
24170,10,DNSUDAGMMBAF
24171,7,KSPZMIDDQAKI
24172,32,JQEHUBR
24173,30,WJPYNGEUR
24174,6,HYGSZZYYOUCQW
24175,24,PGDVVDAOGZVSHQXY
24176,25,JBCTVKWYKFTZEUYQCYW
24177,29,FWHQZGENLQXZVH
24178,29,NENAWBQDACERTY
24179,25,ROFHPMLNZSZQLSVZ
24180,22,AECJJXJHL
24181,2,HKMYMYHOFERSNUSHUEEW
24182,24,XLRAZLRHY
24183,10,PMRPE
24184,29,YUEQMKOOEEZVIMATT
24185,38,PDTWRIFFGERVAMLCOB
24186,11,UAUFIOOQZBHRBI
24187,3,SLIUIAJWLXZIXD
24188,20,QJZTH
24189,47,LYCBZGHJDJZYIKRRQXLF
24190,23,RAHDWGQAIE
24191,36,USWWLATN
24192,50,OBOIYGKBMIND
24193,29,UOXLGNQNCNVAWZEZ
24194,12,HPPSTLDMQ
24195,16,BKGQBGSSW
24196,43,BPQCVSEJDDNIXVHF
24197,23,KUPACX
24198,50,YPBEGJLAO
24199,31,NMRCFDMJSOT
24200,42,WVRVNTYJNQ
24201,33,ISTQKSCODZK
24202,40,FKSVRVLCTVI
24203,5,XGMBWUAYYOBTJJZ
24204,31,QSEDMCHFOO
24205,22,HRYHFHIWFWRARCQAFVL
24206,44,PEJPFWZ
24207,17,SVLKBYQWRFVUI
24208,50,ZDRZBKOAFJAX
24209,14,ZYFOKGIKUKNDLBUCYQ
24210,16,SZTMDJQJH
24211,33,GTQPAQAPJSHWJFRIKT
24212,23,JWADTXXSMGHYEDDL
24213,1,DFQEWWY
24214,21,QTUZUURJFEEZA
24215,34,CHRMOMFQVTUS
24216,9,NMNITADHGMYMAJKOFV
24217,22,KPQVFQWYOUU
24218,6,CTBZLG
24219,37,HVHPRPCYPGWDSEMZDCM
24220,39,ZAEBBITCVM
24221,5,WHKFPPXFIOW
24222,39,BSKDBMDMTUM
24223,26,LQQHS
24224,49,FNFMIQMSJ
24225,29,VYOBOILPKQFXYWAGTTH
24226,2,MCTLTAYXBA
24227,48,HDVZLGCAGKCLKDNWRQJZ
24228,46,JHJKQPEVPUVMTUR
24229,16,YDBGMIKI
24230,28,ZOSRZQNHLSBPAGP
24231,48,DQIAVDJIANTR
24232,44,KPPQWTZK
24233,8,CDGMASBX
24234,32,KLUFDM
24235,19,HEGSEV
24236,27,XFFVM
24237,14,OQHPX
24238,19,XSDLRPOCWNPS
24239,36,RTTLISKRGVPHPMAHYZC
24240,8,YSEXMFZFA
24241,11,JXZSXNZLSC
24242,40,DIZHGRBKEGUHUCC
24243,17,AWSIHCWWWA
24244,20,ILFSKXJSTBKULBJMJ
24245,13,JPUYQMMHW
24246,39,SAWVAI
24247,29,FXBBWCKFTOSMOAZCIS
24248,17,ARWOC
24249,5,AMXSPXQPDMHXFBHV
24250,26,NGXMAACGDWGXHWQ
24251,48,QPPYXGVWFPUNTQ
24252,22,UTULLFSLEUKKNFCNHKCD
24253,22,OQDUAFJNJ
24254,18,LHXDWGIVKEQOIULECSA
24255,42,DGXRIULFPIEFADEYTJ
24256,15,SDDOLUSK
24257,8,MNFWU
24258,9,LSZJZORJI
24259,12,RDTFNGXZSCWACWBX
24260,23,ULCIHP
24261,33,YSUGLDRCCSHXEWSCEZ
24262,12,TMEYBE
24263,27,TRDGSEJV
24264,39,AOTFHNKIIMWMOYISSPEO
24265,47,NRKYAAXDLLS
24266,24,WHNFY
24267,28,KZTZYTBRGGZG
24268,34,URLWMOSEFDQSVMABBE
24269,11,SFDMFTSARTAVS
24270,21,OOPEBHEFNDOWETDGVRS
24271,26,BFAPWRHQSCOLRHVY
24272,26,NFHGIUYYHLO
24273,23,GHLQUYQCLH
24274,17,DYWHSHATWUB
24275,37,MYUCJSZCVKNAUHCFB
24276,10,CQTQJPPXKFAARCRH
24277,30,BHPYWDBEHGFD
24278,4,AZJAB
24279,15,JCZVODGBPHQWGYI
24280,50,AUWIPJUKTGJMJRBWIPJ
24281,18,MTKCDARKTUZXDNKVQ
24282,16,GEZFMFQUPFPMZP
24283,17,DTNFPB
24284,43,UTNNESJLVOTYG
24285,50,JPJCZQRQOOGOZS
24286,39,HEWAQBLLGN
24287,9,QATNBO
24288,32,WUIMDT
24289,8,XHYRADSNYFTFSLU
24290,6,WYEMIJJF
24291,28,ZXUFXXTDBRGSPMMWKJGA
24292,47,BIKSLM
24293,1,GRBOBGVUVKGHSIZRTFLV
24294,22,EBCWJWZWXZXCKK
24295,36,PBVKSOZCTSYZDGK
24296,5,GQUPGA
24297,10,NBTJYSOYVGRRSUH
24298,37,CGLQPLUOHOSTDKIRX
24299,11,KLARDPUOKC
24300,43,QESETVEAPCNYYD
24301,22,LDVFU
24302,30,TFRSYGQIV
24303,11,ERFJCQNDE
24304,45,PGJNIPSAGLAMNVL
24305,50,KXEMIIADQFPWTOHMFKDY
24306,24,OUMCNIISY
24307,37,KPAAQCS
24308,7,HGCPZHPDM
24309,19,XGZCHQFZUOEP
24310,42,BBRGTEBDMRWYJSVJ
