_id;um_id;m_id;interpretacija
16342;16342;31;XTHHJKZ
16343;16343;50;TUPUHLTILJAG
16344;16344;49;DHQDGBPKEU
16345;16345;8;VOVXWOZONLNLXVUHUC
16346;16346;21;ZOJAEALGTP
16347;16347;21;HABHEUQW
16348;16348;35;TDPVOTZGGM
16349;16349;37;AAKHF
16350;16350;34;MQCUUXFDJIY
16351;16351;36;ELQOAYTRW
16352;16352;20;UCZAWRTDCWUAUSSVOLZQ
16353;16353;13;IFOUPBLLJNCKTMZJUW
16354;16354;2;KWOCKIQNQ
16355;16355;45;RHJQTKGLKCJW
16356;16356;1;SDWASPCWPRJEVOZ
16357;16357;10;ETROVEDFTQNDFIUYX
16358;16358;43;JZNFDFGODGEYOX
16359;16359;6;VLFWXKPNU
16360;16360;41;KJUUN
16361;16361;45;PGXGGLLBQJBXKSPDMWDV
16362;16362;34;JTELLHNIV
16363;16363;34;LPYXWPVEIKUHWPSORT
16364;16364;43;TRBPRGFNPVIPLHH
16365;16365;26;WNHPSBGVO
16366;16366;7;VKMJTQBUHSOT
16367;16367;33;GSZNEEYYNOXSHTBGV
16368;16368;49;CWPRFBCZPS
16369;16369;28;YQSNUWMK
16370;16370;47;IULBNRCLRKFAUVMX
16371;16371;41;HBAONGFSV
16372;16372;11;TCLRZSKUYRSRJJ
16373;16373;32;ASXKUFXENPUCEKOZCVK
16374;16374;17;CUEJNAMPEXO
16375;16375;49;BZLGPGY
16376;16376;2;QDQEIGVLK
16377;16377;10;OMDJOABRPCNMXCRREM
16378;16378;33;TRZMUBY
16379;16379;9;BXQJBDEM
16380;16380;27;ULBELPYYJXWFBTZ
16381;16381;32;OWRLWGENEXHJYUZKFNLR
16382;16382;50;SPEYYXIMEJWBJFWEDNY
16383;16383;22;LDHSYZQ
16384;16384;38;XZMWPFKKBIPACVQGMMM
16385;16385;18;IRSDPPAT
16386;16386;43;TUURAEQBJXNHIGITI
16387;16387;33;JAAKJ
16388;16388;38;LDBMTWLEMJJNPGERGJSR
16389;16389;49;QYKOV
16390;16390;44;JNGCADVMNTJNKHNPJHKS
16391;16391;10;JFANW
16392;16392;10;FUADZZ
16393;16393;5;QZPNOHCYQ
16394;16394;21;IATTRURABWDJO
16395;16395;24;ANOSPUABFFKWSLPTUK
16396;16396;37;SOFISXLZSR
16397;16397;39;QYBSMNGTTQRGAJUD
16398;16398;49;MALJHTEKYVGMD
16399;16399;33;RDSKZPSXL
16400;16400;40;YRHPXIXJHU
16401;16401;25;PDRLB
16402;16402;34;QNYGA
16403;16403;8;ENZTUVYQFSHFXUQNKEV
16404;16404;17;YDQHJX
16405;16405;17;LGIWHWVG
16406;16406;26;BQHGETOOI
16407;16407;5;LCOTWTZV
16408;16408;5;APXETGVVLFVRWGON
16409;16409;40;DOHCJ
16410;16410;31;MXSFHRHJRGIKWTZSZOF
16411;16411;23;AJQNKIG
16412;16412;37;CIYQNACNAOLZDY
16413;16413;40;KBMQAGFAEEFD
16414;16414;44;VAVBNSJKNVEYMQ
16415;16415;41;YGMIR
16416;16416;9;WIJQLCJTINCYUNJGOD
16417;16417;43;UNZSLYWSTLNZYEM
16418;16418;41;CHATXPODLCYBX
16419;16419;16;UQXJDBLUNPLO
16420;16420;17;ZKBENBEHV
16421;16421;32;LOXYBJCAYECAWGAZCDI
16422;16422;46;UVEEWQZNGIWGMKMYJP
16423;16423;42;HWSPBUB
16424;16424;15;SJZIQUXJKASSGIPWQ
16425;16425;24;EFSGWVRSBTWTFCNDWZMY
16426;16426;31;SOZSQMKPPOASXJDPMXXX
16427;16427;18;PBKXCT
16428;16428;15;XOEKKMUWQDQCDYDDFY
16429;16429;26;KPNXLDDKGSTGNCIWSNU
16430;16430;1;YSYKWDNQP
16431;16431;3;ZXTWWMZ
16432;16432;46;SUERGZSCKMHEWZBQKJGZ
16433;16433;36;ITERFXZXBFES
16434;16434;30;OELDLUZOTYEUDRI
16435;16435;11;NFSOSJ
16436;16436;43;UGJYCDLRHTISLYCT
16437;16437;30;OIKFYFOFYXZAMBVRNPYP
16438;16438;29;FBFQGDJT
16439;16439;50;LNTFUUTSCOBBNSHT
16440;16440;42;VFBKJU
16441;16441;23;CASJEZJUJHUIPTEMX
16442;16442;27;AXLCSBFILBIBODIGGXBX
16443;16443;48;SRNQKQTWWGAFCK
16444;16444;24;EIFKPCQLIXGDWMDSO
16445;16445;48;AUKVOOFT
16446;16446;38;LSRKUWUIVY
16447;16447;16;RUGVSB
16448;16448;37;WKOUMYAJCZBTDZE
16449;16449;7;SVCIXDNUUWTEBKV
16450;16450;9;YCRLTZOCZRTNDUALPP
16451;16451;9;ABGEB
16452;16452;4;XBYZPL
16453;16453;22;SYQMAKBNMUSFYBMKX
16454;16454;39;KGMYQORROBD
16455;16455;28;SNJJLDWZYANCSA
16456;16456;11;ZWUDAEHIMAFLNYXHT
16457;16457;13;CZIVGVU
16458;16458;48;FUZNEBNZWUPOWN
16459;16459;8;GONWNLWBWFLOAT
16460;16460;23;IWXLODHPHJ
16461;16461;38;XHEMKVFHAJRPIHGNKU
16462;16462;6;LYCTESZUUU
16463;16463;41;XSPWXPWD
16464;16464;15;OLNOZHCOLOOXHKBPYPZI
16465;16465;34;MBJPZGOPEYJJVFWRC
16466;16466;18;HWKZXLINPTRDACMGJADE
16467;16467;10;ZYLIXTLDBGWBPPAX
16468;16468;42;RVDFKEQUOUHGKJTB
16469;16469;14;RIPHQTTQHOP
16470;16470;8;SUGULL
16471;16471;6;JJRMCITP
16472;16472;44;PTHIVKYDOAVDTODZALHB
16473;16473;29;YWWOGDYFHUH
16474;16474;32;NLZTZXOARGKNMJM
16475;16475;27;LANCJSVCTKMXMYGP
16476;16476;23;SPTTFLLV
16477;16477;42;QSMKYOPZYEDBQ
16478;16478;1;CYVDMOQJKBTDC
16479;16479;48;PMUBUVUGNGMRZOURJY
16480;16480;22;MEGITLHLK
16481;16481;28;UUALZNAZYDY
16482;16482;33;BMHFFZHCHXYJNOARC
16483;16483;38;LFBFJ
16484;16484;36;PEUIRFW
16485;16485;19;FFXVQQDEYGSTHKNRLRP
16486;16486;50;LCCTTFR
16487;16487;1;WVTXWDSIOZJYMQCLEE
16488;16488;14;OXHQHOOLDEEMH
16489;16489;22;CXBVYZJOOMSHCR
16490;16490;2;VLFPZ
16491;16491;34;FKIDNHGECOSHDE
16492;16492;11;FAVXDROYKTPQRK
16493;16493;23;KVLRCEYVMOFJZ
16494;16494;39;WNNHJVYUSFRLIFNFM
16495;16495;46;OXVIJUVAA
16496;16496;1;PFIVKLEOLZDLUR
16497;16497;33;QJDHKFAPRKGF
16498;16498;34;SVNFGYNMUYHXKIWPFIE
16499;16499;27;FHSYUXTLUIUFCNR
16500;16500;9;IDMSLMO
16501;16501;41;BWVFGMVYRWYCQKWVZTM
16502;16502;21;NBHGZFBUGCCQBNSTO
16503;16503;43;LFLIWMKRFJMHTZXN
16504;16504;20;QFXSPRELHOTPKJMZD
16505;16505;32;OGOZFXBONUGTNQWCC
16506;16506;41;KNVSNZTNFHPTPJDSB
16507;16507;44;WBMVBZCUENSIX
16508;16508;40;DQREOZXRQJRERCVBU
16509;16509;6;KDWJDM
16510;16510;28;TQVIDYGNJOGYUZ
16511;16511;3;TMWFEJQZF
16512;16512;31;HXLUAZOIDUKHAA
16513;16513;32;OSBISQMIXRCRQDVMGOLB
16514;16514;29;RKTLZQOJHMOPBQJC
16515;16515;22;JAMCNUXAIZZ
16516;16516;27;NSCHJJEMQPSABTUI
16517;16517;27;CCUPUCTNASTX
16518;16518;47;KZOQJSY
16519;16519;6;VETKXWZJYUP
16520;16520;14;NIPFEYAWLVQGTRM
16521;16521;44;EILDNNZIHILSSNGIJCTL
16522;16522;7;SWQRISOPPIMAQEAPHO
16523;16523;27;YCIDPGWPQWXO
16524;16524;8;MBYAIZQYEUGSQQIELHDF
16525;16525;23;RWNVXLSVWEPOA
16526;16526;6;RGZRCHXV
16527;16527;30;IXFUUJCNIBVDVFHY
16528;16528;12;QUGEDSCOIBBMNCLUDZ
16529;16529;44;WRDODQXIKNRBF
16530;16530;13;CRSJDUNT
16531;16531;50;SONNXO
16532;16532;12;PMEREQHQNG
16533;16533;46;HHYZELXETDVEJTJB
16534;16534;39;CPEGQGXMWSEWP
16535;16535;38;SYDPDMOSDLONWX
16536;16536;6;MAKEQKIZ
16537;16537;18;GSOJMTMUGPAE
16538;16538;3;VYNSKYDJJYTK
16539;16539;26;CPCBJLJJYAVXS
16540;16540;49;OEOQFZSRLOH
16541;16541;15;POQNKPLDRIPEGXWS
16542;16542;7;AKUQGQXQNGXLRU
16543;16543;40;LLDCANLNLNPURLJ
16544;16544;31;LNDRSQYBNQHAVQLQ
16545;16545;48;KKMVRWWMXAJCZOZTNUV
16546;16546;26;YKOAF
16547;16547;7;VADSHSZPRRNUNFQANIR
16548;16548;22;PFKZGBIB
16549;16549;18;TKAFJ
16550;16550;19;FMDCTV
16551;16551;27;PCGPAREILMSDALCHQNOF
16552;16552;31;UHDWRFDD
16553;16553;3;WISLVZDPO
16554;16554;29;PTYUKCRYERGEYU
16555;16555;33;UAOYTSVERB
16556;16556;18;MRKEMPJYMOOC
16557;16557;40;RELTIZPOIUG
16558;16558;29;MMACZHERTRMMOFRT
16559;16559;15;LDDEZDQDGOEZQJFCP
16560;16560;42;DGBJLGUU
16561;16561;32;IFCNXVOTSBNXVACU
16562;16562;46;YTOHGE
16563;16563;28;BPHYIYXDFCIHOLXRWU
16564;16564;35;VPPHFAAGKGDRODFYEFT
16565;16565;17;DRDMSXTDEICILYNOF
16566;16566;20;HFNCZBBPZI
16567;16567;38;MYMDNZVYTEOQ
16568;16568;27;UFHLPLEOGDFYM
16569;16569;47;SCZZQNMXB
16570;16570;48;XJDPX
16571;16571;22;UHKTIRKLFDMGYRJW
16572;16572;34;LGLCGOWMCYGOU
16573;16573;27;UAPWZEVNOEWYP
16574;16574;15;DGKJPMUMOOYLGCZKKAZV
16575;16575;14;YDISBVGNEGBGI
16576;16576;11;FZGJWHTSAFZNKKPQL
16577;16577;36;IXSTNKY
16578;16578;11;SWQEDVPYP
16579;16579;31;ICRYTYFKBSXVFMQF
16580;16580;32;MQIDSMPEKIG
16581;16581;8;UKBXZKUASUGPDP
16582;16582;42;LCAZGRBVNI
16583;16583;46;IFVXQJFQXTPUKNZ
16584;16584;11;TYBQYBMS
16585;16585;9;MWOEVXYEQQXNDNJRSDE
16586;16586;48;BQQFYUWUPPJFNLTZL
16587;16587;9;DMKUVRRLKRSTKWHDW
16588;16588;4;PEHVA
16589;16589;34;FQZNG
16590;16590;49;SKVIHMX
16591;16591;21;YINTRKMHIJ
16592;16592;14;CXXBXZPSAWPQESXGXNNZ
16593;16593;19;IXYZOEBDVAXTGCTGDOBG
16594;16594;24;GMDIIJGP
16595;16595;4;ENEAKNHLIGLTOGVMQ
16596;16596;42;NFWADVRVD
16597;16597;50;LNGBK
16598;16598;45;QZQPSYCKZRCJEQ
16599;16599;19;NCVWRPN
16600;16600;49;UGAWUANKHDRQNPOMM
16601;16601;24;LUNFIJSJZKIBLFJD
16602;16602;41;RLZOJXBDMBORBZ
16603;16603;42;IMUXMT
16604;16604;18;XQNULXDXMINVTSTA
16605;16605;29;GKNJSQZJ
16606;16606;50;OMJILIGEM
16607;16607;23;XUOHGQUEPC
16608;16608;16;ACGJPNXKGRTZJHJCU
16609;16609;15;XVOJMODW
16610;16610;9;VCELDJVIONSZAVAGFKV
16611;16611;35;OWRGIKGPSQHLFK
16612;16612;21;TFKBXHCG
16613;16613;50;OOSHUJNXH
16614;16614;47;RUKAJBNBNREIYXY
16615;16615;29;MEOYG
16616;16616;50;IJTASPCWRLCRGMA
16617;16617;48;KVFANTHRQHUFACA
16618;16618;36;TKAZAEZEHKUOZFOLC
16619;16619;47;ZZCWGLJ
16620;16620;4;ZXJNT
16621;16621;27;JQLXXMFFY
16622;16622;11;PZMMQM
16623;16623;27;ATWQZEGEIVJVIR
16624;16624;45;UJOJMM
16625;16625;9;TIUKOVZNS
16626;16626;32;SGTNDLQQXSFWJKOYTCC
16627;16627;7;VMTHSRTAMNVRKALS
16628;16628;3;YIURRVWZKPYWNWL
16629;16629;7;CSFMHBBWLT
16630;16630;40;ZXPNTYIRGRU
16631;16631;11;GHNYAYUFRXYPWYPTR
16632;16632;21;GAWQBPO
16633;16633;19;CARHRLDIB
16634;16634;36;GTZFRYUOPKLHUXS
16635;16635;47;NHJTJASRUP
16636;16636;1;MRCJRVKZZKV
16637;16637;11;MQYFTIO
16638;16638;35;DSBHPPGZHBXQJ
16639;16639;20;USGHGMUCVXCGFKQP
16640;16640;30;CESQQLXXRLEQXDYQ
16641;16641;37;KOSBGYOWWAJ
16642;16642;38;SGVIGBALDNKH
16643;16643;34;QTQTB
16644;16644;19;EUKNZHRYLGD
16645;16645;26;TKMIDRDLFL
16646;16646;29;XPZOZULYULKVNELQ
16647;16647;48;NFKCJGDYIZZXIZ
16648;16648;39;HOYVEAZMP
16649;16649;35;VFXTFENOM
16650;16650;33;AJHQHXHPJTIVGFVCUVIU
16651;16651;5;NPEYFFFFWXBXPMMPIJLC
16652;16652;35;CMOKWA
16653;16653;48;KGKISZS
16654;16654;42;TPZOOEGXJWBOJSJS
16655;16655;25;MTLTBVMBUMBTQRJFR
16656;16656;15;CDBJLKCV
16657;16657;46;NTXVFBTPIWQRR
16658;16658;17;LQUSNHOYFNEJXLQZ
16659;16659;4;AOWRUB
16660;16660;33;XEOMEFJAZOYUPMGTWJND
16661;16661;26;LFSPSWWMNRFLFY
16662;16662;27;PEFGITGQGCE
16663;16663;7;HCQHGNOIPJJ
16664;16664;47;LLAEFZEAPXA
16665;16665;8;QSHVEOQTCPBPED
16666;16666;8;RNELORW
16667;16667;9;OWOFZA
16668;16668;30;XVVZZQKCVJUTTJNL
16669;16669;25;YWECYWHJND
16670;16670;33;IDJYNFHHVM
16671;16671;28;UHKOFZR
16672;16672;2;BWQDWSRCOVAQF
16673;16673;1;NXOGMWLBVGJUBUXTIO
16674;16674;8;JHVESJXZFPRSACWIGBXL
16675;16675;47;ZLIEXNSR
16676;16676;4;MNOZBZUMQB
16677;16677;37;GOXPNAKWS
16678;16678;31;QLBIECINNTA
16679;16679;10;UOKZSTACXWSOTSFQIH
16680;16680;44;NLUEYTNTD
16681;16681;45;SRZXKFFISUPSK
16682;16682;23;BHLPGSP
16683;16683;18;XSMHWQQ
16684;16684;13;XDKUFWORHVILUHG
16685;16685;36;SQDGZCGQDXARH
16686;16686;41;REAIRAYEQDAIWXZIEG
16687;16687;38;MIHISGSXGMGHGB
16688;16688;6;IFGACUGG
16689;16689;2;KYQGDYPTUQWRZLRXUUJZ
16690;16690;5;LRTWYN
16691;16691;49;HHHNQFNXQEFMYC
16692;16692;31;FVEUNYDKCNCGMCI
16693;16693;34;XZHVMOAJAPTZGLHIRG
16694;16694;12;FUVJNZLNLYYHRBAZ
16695;16695;19;XQJYAIURCCFQEJHFWG
16696;16696;37;EFPVKPJIIOWSSYGOHZ
16697;16697;12;ZAQSRFW
16698;16698;37;DUJUMPHEPTJ
16699;16699;15;CUZRXKXUXR
16700;16700;25;JAPADYTWUDTBYLJU
16701;16701;42;FJMHBPOMDDNDPMERBP
16702;16702;8;AFNYLKFBNSZNEE
16703;16703;37;TOJUCKXGMJJTUJEETTB
16704;16704;2;TRNTFKGRB
16705;16705;11;ZHOKOXTQOXYMWNXJ
16706;16706;36;MJVBE
16707;16707;36;YTWGLGKTWDO
16708;16708;31;VTHJKEGIXRXQNTYJZDH
16709;16709;22;NFGTYFWTIFYJMMOML
16710;16710;48;NTDCWIBCBQAJ
16711;16711;41;MJTTTRLFHKJEFEWYA
16712;16712;39;UJIDQI
16713;16713;19;CTEOJFBVYTQSIMLUVD
16714;16714;14;TUQDXME
16715;16715;5;DRAXCIBGVUFPLYM
16716;16716;46;SWCQVGDWZSCLFYBFK
16717;16717;22;AAYATPMG
16718;16718;41;DEVEBVVBAJWWSLJW
16719;16719;1;AODMRQFMGCXF
16720;16720;8;HTHYEAODBGSC
16721;16721;18;CJKMPSAGOKPSGKVY
16722;16722;8;IRUOWJPQBOFKWUVANM
16723;16723;11;NXWXAXUFUMUPCFLXBQSU
16724;16724;34;CDJQWAYSQK
16725;16725;3;FMJULSB
16726;16726;48;FEDZID
16727;16727;48;AMNJCMNS
16728;16728;3;EVOQEYPKVR
16729;16729;20;WXXYRHOFGCQZD
16730;16730;29;HUFNMUGEGEFCWZ
16731;16731;10;MCHYLRRCIKOTMN
16732;16732;43;CROLLQHBEATEA
16733;16733;34;FRDXRIJESEAXLIHW
16734;16734;28;UJRBZRDM
16735;16735;10;RECRXZK
16736;16736;13;RUIOTOIBQRMFAX
16737;16737;46;IXYACMFTOCORFEQKIX
16738;16738;38;ZVJSOPHLJJ
16739;16739;47;OJLGCHKYRHMMJ
16740;16740;12;HWQHPVGJK
16741;16741;32;JRXHCFE
16742;16742;25;ENFUULWXRBNMEIZADRVT
16743;16743;22;XZPUSRREFDSCMLSDYSW
16744;16744;21;UBHFNKMVNBZRIYMB
16745;16745;25;ACYRJLVZIXECUZHREY
16746;16746;33;GYONVOUNJS
16747;16747;30;CIBDQQJSCFT
16748;16748;9;OQVUPKXEA
16749;16749;39;RUGKFKOX
16750;16750;29;DQFPAVLKLZXDDBJC
16751;16751;37;UUXFFMAYXYLLFDYCQAX
16752;16752;21;DIWUADVBWEKJD
16753;16753;20;PPMZGGSFWZXHEISW
16754;16754;18;YDEATZWDS
16755;16755;34;ECNLGDB
16756;16756;9;WLOEYMZPKZYRKSDQVH
16757;16757;33;SYKJONTXUBQEAWY
16758;16758;4;YDULBOTDOXHJTAWFI
16759;16759;47;KUVEQSO
16760;16760;5;VMKCRVX
16761;16761;36;LJBBTR
16762;16762;25;BBEHEWGHTXYJHYWGNZS
16763;16763;6;ASQBIZYGE
16764;16764;35;LZDNNTEAVBCDIKN
16765;16765;41;NYBVMBGFCL
16766;16766;21;RIGAXFQZOQHD
16767;16767;23;ZYRWSKSUUKSTMNIG
16768;16768;9;RPFGGMLZEYAGD
16769;16769;3;DPKLDGBV
16770;16770;40;VJVOGTNJC
16771;16771;26;NGRYVUUIVVDIL
16772;16772;35;GHJKQMALLWANKLTBSD
16773;16773;20;BNEZDCHSHVQEBRSUXCD
16774;16774;12;BVFTGMJMVILWQFXUEOXM
16775;16775;29;QISGMTHRSKYDSD
16776;16776;12;NUKVZ
16777;16777;25;OXSZRWTTDS
16778;16778;12;TIFVCGH
16779;16779;17;TVDEZICUJFRGZ
16780;16780;36;LYIETC
16781;16781;32;IJDICODFWRRTF
16782;16782;10;BDXFF
16783;16783;50;SOMJIPLSXXGSTFMM
16784;16784;6;EHMAU
16785;16785;33;UYBYSFFYMWHJJXK
16786;16786;46;TZUHHF
16787;16787;49;AHQOLHANZFPDXNMQPGT
16788;16788;48;HEIDXZXHHFGLUXIKNZD
16789;16789;40;GSMET
16790;16790;21;ZVSFGJRYXSW
16791;16791;3;MURHGSDLAMUAIMGI
16792;16792;28;DWIUNHEKCMXQTFWOX
16793;16793;8;YWCSHP
16794;16794;45;VYSOKQJA
16795;16795;12;WKTGBBELVXHESF
16796;16796;12;LGZAAMIQEG
16797;16797;47;SYCUZ
16798;16798;32;YOCJEKLUONRNV
16799;16799;18;IILCLWZRZCKLPG
16800;16800;12;UCHOPCEUTIQT
16801;16801;3;UOZHTMW
16802;16802;47;OHHMZOVO
16803;16803;5;HNKXHBPPPAZDFTGFU
16804;16804;42;ZIHBSYGCBSCIWTCP
16805;16805;23;DTYZY
16806;16806;36;ZBRXVUTDJYBPJZYDD
16807;16807;40;CWXUUY
16808;16808;8;PUCYYCXGMKYJTAKFY
16809;16809;16;FRIAEUFHBYYVLLJENW
16810;16810;29;WUDYXPLEF
16811;16811;35;KEAQBXLNSZ
16812;16812;46;OJPECHOIBNN
16813;16813;10;JBVYWTYCQTIJH
16814;16814;50;QXKSMBXBXFF
16815;16815;33;LZMXC
16816;16816;22;DMDCAQXWQDYDR
16817;16817;30;SJMQWKMWP
16818;16818;16;QSIBHCI
16819;16819;31;GHMRJHCWSQOAOFZUY
16820;16820;37;FCAXAWRUQIZXVHNE
16821;16821;12;JRBSVYVTPTLWKLFGYO
16822;16822;47;NFLGLWOZFLLBJJRDKBC
16823;16823;22;MEPDMWCZGJECIOQE
16824;16824;22;RJDEWGONHIQPZHAJYHAU
16825;16825;14;NGYZNCLFMHUUTNJK
16826;16826;23;JZSZFGGXHLKVAF
16827;16827;13;RJYGRGGUKYDLOLTOEZAF
16828;16828;35;NBJES
16829;16829;43;KJRVT
16830;16830;13;GRDJMKKUXOQAWPUF
16831;16831;2;COPFVPNANDNG
16832;16832;38;WNZRQYPGRHNHUTDNZGZ
16833;16833;33;TOIZSCF
16834;16834;48;MEYJNHGK
16835;16835;34;IUHZLZIGJLDAXVYXGQ
16836;16836;34;TAMPWAJGAUQDT
16837;16837;36;OFIHPECWZVJIXQ
16838;16838;36;YYDLJNOLIKBJBE
16839;16839;6;TUNEJ
16840;16840;19;XPGGMMSTHBLSJOQFKO
16841;16841;19;NFAYYMZQRVWLSE
16842;16842;48;WOIWTTDBVHPTPD
16843;16843;13;UQJVGYDDZ
16844;16844;34;FUZJHWAVP
16845;16845;20;RZHYNATKGZVWYIK
16846;16846;23;VLJCB
16847;16847;19;AQGXFHPPA
16848;16848;45;BFUYIDWNUROBUPHLJ
16849;16849;39;XRTQY
16850;16850;2;HQBJEMCZHSG
16851;16851;24;CJXJYNOW
16852;16852;31;OKSYDOYKRGAMTGOCDMIY
16853;16853;31;KOCTZICRFAHHV
16854;16854;34;VHTUBOFMRBZYDUJDKKTC
16855;16855;3;LLYZXGBYAGODTHTD
16856;16856;25;JIUSDSLXOTBSRMEVRJ
16857;16857;22;TOHYLNITZCEYXQYCV
16858;16858;49;UXKHOVFVBXNZCPA
16859;16859;46;OERKANDOFQSVBTBC
16860;16860;35;GQHWLWBUV
16861;16861;39;SCHFOVTPZH
16862;16862;29;WWCXMROAIHKPVNAOFQF
16863;16863;32;PHJMSSYMTQIJA
16864;16864;48;BHYAMVKB
16865;16865;4;NSIJO
16866;16866;19;JQAOLKSBAWLVUF
16867;16867;38;HHQKEPEOUTCF
16868;16868;17;CEAEWIX
16869;16869;23;DCGVVUUEJQHKEYGMDWPO
16870;16870;21;JMOSXZSIVCK
16871;16871;33;KTXHTRJY
16872;16872;11;IZIAKIXBLVJPMNC
16873;16873;5;PAVCFDBETLSGVSMK
16874;16874;39;RDLDE
16875;16875;3;XPFFCOV
16876;16876;37;YMDKWYIT
16877;16877;5;JPCHWVZYWUKZMHLYP
16878;16878;27;HKFGVCTHW
16879;16879;43;ZAZRWJQI
16880;16880;44;WHSBICZOCSLXYOPA
16881;16881;26;OXVVL
16882;16882;8;YYJWZNPBB
16883;16883;37;PWXKVZKBYLOUMIWWTD
16884;16884;30;LKVKCOZDZPVUSKX
16885;16885;25;VIAQDYAMJDIMOOTZQZCG
16886;16886;22;MFOCRK
16887;16887;26;HKGQKXF
16888;16888;34;EABMNMJWVCNNBQTLYIO
16889;16889;49;ARPEEZN
16890;16890;3;QQYRRROTFQ
16891;16891;2;MESUFSI
16892;16892;30;IXJJAJDEBARODPXXKDIS
16893;16893;30;OHXCWPUBN
16894;16894;5;TGVBHHDJOCSSAOSHU
16895;16895;18;HYPOGETJZJJMVZ
16896;16896;46;MOPVGEGVGNUQBOUB
16897;16897;3;BPLWD
16898;16898;50;LKQJKOX
16899;16899;10;GNHFVQLUTENKA
16900;16900;13;IHVADZKJHKGZYYGLT
16901;16901;12;RAIWYVXK
16902;16902;42;HUOOAVDWMRM
16903;16903;44;HSYPWOGRRJEAISE
16904;16904;42;XEXIVGQSAWEVHHZUS
16905;16905;42;STHUG
16906;16906;34;NRTMLPLMNRTZK
16907;16907;31;DBCHAOY
16908;16908;11;PKJLU
16909;16909;22;VOGEEJNHWGNHXKVATY
16910;16910;26;JZRXEXIYJESF
16911;16911;17;IUEVV
16912;16912;23;SJUSJCIKHRLNTGYLU
16913;16913;48;LLZXJ
16914;16914;38;IBYTPRNMONKDFZELD
16915;16915;19;HMRUBJ
16916;16916;1;DRGNPCV
16917;16917;28;UFYUMWMMWDGDDXOHWGG
16918;16918;8;EFHAWJSNIIGU
16919;16919;44;TSFLANUWVCLZ
16920;16920;7;OPJPLSPRFSZUAHC
16921;16921;39;LLLMALPHPS
16922;16922;41;BFCXGJ
16923;16923;50;FQGTD
16924;16924;26;WJUORYNZJUYR
16925;16925;50;XLULSC
16926;16926;2;KVGWNIWYOCEGZVOZ
16927;16927;35;BUJXUTALWSZKGKFLCD
16928;16928;32;WJDMULYK
16929;16929;39;TWRHTEAFOPPVIQMYH
16930;16930;49;JEKQCZWXQEHYZI
16931;16931;4;UXUSLGPW
16932;16932;40;PFLLHWNKUVNJUYOPHKNJ
16933;16933;41;PHCDSTLQJLMGEYPC
16934;16934;25;ILODKOQRBNCS
16935;16935;46;RCLFYCAYTXBH
16936;16936;8;LCZDRKQQRZDJC
16937;16937;5;PTDFTOC
16938;16938;10;YSFEFIUFIFOZPPQBSVH
16939;16939;37;XFWOGRZTRMTYZX
16940;16940;9;SBURHN
16941;16941;48;YHVQROZFCPB
16942;16942;21;FIAUQRNFKB
16943;16943;42;TTVLVQD
16944;16944;45;MNCZVZZPD
16945;16945;32;XDUAOQDBVFOPCEBEJ
16946;16946;42;KLOFZCQBWVAFXKFEFIV
16947;16947;12;CXSILIHMIGK
16948;16948;37;CTTJZFTITDORNGJMGW
16949;16949;6;NRJJCNZPVCZGPUQ
16950;16950;30;WEOPDXQFVTRYIBIJJ
16951;16951;23;FTVNLBLCBNJPQADGE
16952;16952;5;QCTYKAHLPAHTRUGKFQ
16953;16953;1;KYVNI
16954;16954;14;JQWDBHYGQVFGXOVU
16955;16955;23;WKFYOIVIZDPCFYHYJE
16956;16956;45;VJXQNXEI
16957;16957;46;XYVUQDQWCUIHOCHPD
16958;16958;36;DZNFDJXMZCYN
16959;16959;37;GALWR
16960;16960;38;ICVAS
16961;16961;40;UCVOYJWVGFPEJCKO
16962;16962;50;VYMZJCOCZFPQPTYR
16963;16963;31;YYCLGQFNXNKO
16964;16964;35;CRUPMXXINRDAQISVJIG
16965;16965;32;OPTAPOWMEX
16966;16966;49;JWNPUBJPQN
16967;16967;25;UQQRBGBHEJEZPST
16968;16968;22;GIDMQKAP
16969;16969;41;PPKQCJYANDKPCHTE
16970;16970;30;JQCBFPTFPNPKAWFCVPHX
16971;16971;8;ZXPCTVWNDE
16972;16972;38;MYLFDQVZZHEB
16973;16973;4;VVELRUIPUVSYE
16974;16974;11;OPDUPEOAWB
16975;16975;3;EUEVPODMKFAJR
16976;16976;42;FLEDRSCEQHOOVQC
16977;16977;16;KRXMAYAFRIF
16978;16978;3;VDVREZLTWM
16979;16979;35;QCJZKHYBRNIXT
16980;16980;4;AGFQJJWPDZ
16981;16981;3;MDZMFQ
16982;16982;12;QFPWVVNNSEAVOOKDHSJ
16983;16983;14;TMQMNHZSGHYTCYALRMZH
16984;16984;13;HIESNDZVLYWWS
16985;16985;12;GGZTYASSINEXGFRTNV
16986;16986;1;GUDIRFN
16987;16987;22;GUVAFIKTOIQJD
16988;16988;30;TDWIZKV
16989;16989;49;OSHEJHFSWTSSMNRPSJYA
16990;16990;17;BQBLLEWASTZHPXAJZX
16991;16991;38;MLAJZGQCVL
16992;16992;29;IWXXSYI
16993;16993;34;JFJTVNVPIBMEEFSDHWB
16994;16994;48;RGCRBCP
16995;16995;39;WIQKSFKKNSOQBO
16996;16996;19;OGJXUXD
16997;16997;12;WSJVKKBWJRFECIKWSTTD
16998;16998;50;RDRFHTWUNPKWEZ
16999;16999;37;WSXTZZCCZQ
